Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
10/107,2010-09-11,10,20,24,35,36,39,12,,,2,4,1,1,1,3,0,0.00,0,1.00,2034955,108.00,50245,348.00,4800,7166.00,320,10961.00,160,131617.00,20,43069901
10/106,2010-09-09,2,4,19,34,37,41,5,2,,3,3,2,1,0,2,1,0.00,0,1.00,1858760,65.00,76255,247.00,4800,5256.00,320,7835.00,160,104030.00,20,36701524
10/105,2010-09-07,2,3,16,42,43,45,27,"43,45",,3,3,2,1,0,0,3,0.00,0,1.00,1602730,109.00,39210,203.00,4800,5014.00,320,6135.00,160,93108.00,20,31785835
10/104,2010-09-04,17,19,25,34,43,45,47,,,5,1,0,2,1,1,2,0.00,0,1.00,1158240,76.00,40640,163.00,4800,3521.00,320,4502.00,160,62715.00,20,22905735
10/103,2010-09-02,3,7,11,20,23,48,38,,,4,2,2,2,1,0,1,1.00,13333350,5.00,326565,193.00,22560,383.00,4800,8633.00,320,10379.00,160,144633.00,20,39104569
10/102,2010-08-30,6,16,39,40,46,49,41,"6,49",,2,4,1,1,0,2,2,0.00,0,1.00,1144940,76.00,40170,175.00,4800,3795.00,320,4921.00,160,67950.00,20,23312235
10/101,2010-08-28,1,3,6,7,36,49,42,"1,7,36",,4,2,4,0,0,1,1,0.00,0,1.00,752930,146.00,13805,245.00,4800,7967.00,320,5460.00,160,112947.00,20,22914916
10/100,2010-08-26,1,7,9,10,36,44,37,9,,3,3,4,0,0,1,1,1.00,22008965,8.00,222170,257.00,18440,448.00,4800,13864.00,320,11809.00,160,216022.00,20,47810452
10/099,2010-08-24,6,9,11,16,25,37,45,37,,4,2,2,2,1,1,0,0.00,0,7.00,259765,161.00,30115,353.00,4800,8431.00,320,8733.00,160,151760.00,20,41011751
10/098,2010-08-21,18,21,34,37,40,49,28,,21,3,3,0,1,1,3,1,0.00,0,0.00,0,64.00,64805,187.00,4800,4072.00,320,5812.00,160,79069.00,20,29827938
10/097,2010-08-19,8,12,30,43,46,48,35,8,,1,5,1,1,1,0,3,0.00,0,5.00,235065,107.00,29290,218.00,4800,5105.00,320,6469.00,160,84884.00,20,25969095
10/096,2010-08-17,2,5,8,22,25,35,16,,,3,3,3,0,2,1,0,4.00,1288400,9.00,19200,715.00,9600,586.00,4800,13876.00,320,12603.00,160,163778.00,20,34482760
10/095,2010-08-14,6,12,17,34,38,46,43,"6,17",,1,5,1,2,0,2,1,0.00,0,3.00,428905,57.00,60195,139.00,4800,3583.00,320,4613.00,160,70674.00,20,24799649
10/094,2010-08-12,6,17,29,33,42,48,34,,,3,3,1,1,1,1,2,1.00,24625810,4.00,600040,265.00,24150,412.00,4800,10679.00,320,11256.00,160,178860.00,20,52512588
10/093,2010-08-10,5,8,12,20,30,39,23,,,2,4,2,2,1,1,0,0.00,0,5.00,376260,191.00,26265,515.00,4800,9777.00,320,13056.00,160,171141.00,20,46101536
10/092,2010-08-07,3,18,34,41,45,46,37,46,,3,3,1,1,0,1,3,0.00,0,0.00,0,78.00,57960,194.00,4800,4026.00,320,5417.00,160,82502.00,20,31770955
10/091,2010-08-05,8,30,42,46,48,49,7,,,1,5,1,0,1,0,4,0.00,0,1.00,1223680,69.00,47290,180.00,4800,4487.00,320,5814.00,160,75703.00,20,25386746
10/090,2010-08-03,9,17,26,31,35,36,42,35,,4,2,1,1,1,3,0,1.00,34111400,5.00,631260,256.00,32875,607.00,4800,12746.00,320,16375.00,160,231567.00,20,69197703
10/089,2010-07-31,12,28,29,33,35,37,22,12,,4,2,0,1,2,3,0,0.00,0,2.00,1153335,135.00,45560,414.00,4800,8058.00,320,11940.00,160,148738.00,20,48795208
10/088,2010-07-29,12,13,38,41,44,49,22,,,3,3,0,2,0,1,3,0.00,0,0.00,0,91.00,56945,252.00,4800,5177.00,320,7624.00,160,104951.00,20,37818128
10/087,2010-07-27,4,17,23,28,43,46,22,,,3,3,1,1,2,0,2,0.00,0,2.00,824865,122.00,36055,227.00,4800,5882.00,320,7576.00,160,107163.00,20,34098859
10/086,2010-07-24,6,15,22,25,33,42,24,,,3,3,1,1,2,1,1,0.00,0,22.00,46395,142.00,19165,1058.00,4800,6780.00,320,10375.00,160,120846.00,20,34620619
10/085,2010-07-20,5,13,26,29,40,47,42,40,,4,2,1,1,2,1,1,4.00,7669590,2.00,1334795,222.00,40080,583.00,4800,11140.00,320,15139.00,160,204292.00,20,69107318
10/084,2010-07-17,7,12,30,34,40,48,33,,,1,5,1,1,1,2,1,0.00,0,1.00,1727915,99.00,46540,213.00,4800,5073.00,320,7422.00,160,99645.00,20,34231600
10/083,2010-07-15,2,10,16,18,41,44,31,2,,1,5,2,2,0,0,2,0.00,0,1.00,1641385,78.00,56115,192.00,4800,4057.00,320,5656.00,160,85858.00,20,31235149
10/082,2010-07-13,2,3,5,25,43,48,24,"2,25",,4,2,3,0,1,0,2,0.00,0,3.00,434900,81.00,42950,194.00,4800,4728.00,320,6614.00,160,94745.00,20,27695400
10/081,2010-07-10,2,22,25,27,35,42,13,,,3,3,1,0,3,1,1,2.00,4610435,5.00,281390,138.00,27305,252.00,4800,5422.00,320,7575.00,160,97395.00,20,30392817
10/080,2010-07-08,4,16,40,43,46,47,27,46,,2,4,1,1,0,1,3,0.00,0,2.00,660590,85.00,41445,226.00,4800,3487.00,320,4859.00,160,66022.00,20,25884380
10/079,2010-07-06,14,17,21,29,42,46,49,"14,21",,3,3,0,2,2,0,2,1.00,17397970,1.00,2223350,127.00,46680,234.00,4800,5841.00,320,7663.00,160,113687.00,20,42185959
10/078,2010-07-03,2,13,14,21,45,49,19,21,,4,2,1,2,1,0,2,0.00,0,1.00,1909305,100.00,50910,225.00,4800,5108.00,320,7177.00,160,103601.00,20,36893441
10/077,2010-06-29,8,11,21,38,41,48,49,"21,41",,3,3,1,1,1,1,2,0.00,0,5.00,225810,106.00,28400,350.00,4800,5371.00,320,9537.00,160,102455.00,20,28232086
10/076,2010-06-26,7,13,15,20,21,41,2,,,5,1,1,3,1,0,1,1.00,16721705,1.00,1749675,108.00,43200,299.00,4800,6961.00,320,8796.00,160,117437.00,20,37475683
10/075,2010-06-24,5,23,26,31,34,49,24,,,4,2,1,0,2,2,1,0.00,0,0.00,0,70.00,61640,214.00,4800,4547.00,320,7534.00,160,91750.00,20,32180260
10/074,2010-06-22,2,4,9,20,35,40,44,"2,35",,2,4,3,1,0,2,0,0.00,0,2.00,703110,85.00,44115,197.00,4800,5169.00,320,5282.00,160,98548.00,20,29106820
10/073,2010-06-19,2,8,12,13,27,35,37,,,3,3,2,2,1,1,0,1.00,14391610,6.00,259010,170.00,24375,371.00,4800,8800.00,320,9174.00,160,149086.00,20,37836032
10/072,2010-06-17,5,11,15,42,45,48,14,5,,4,2,1,2,0,0,3,0.00,0,2.00,788230,91.00,46195,209.00,4800,4902.00,320,6354.00,160,94826.00,20,31544795
10/071,2010-06-15,5,10,18,21,35,49,11,21,,4,2,2,1,1,1,1,0.00,0,2.00,654450,75.00,46535,254.00,4800,4424.00,320,7403.00,160,84733.00,20,27968662
10/070,2010-06-13,2,11,19,20,21,40,43,,,3,3,1,3,1,1,0,1.00,5000000,1.00,1339710,158.00,22610,200.00,4800,5827.00,320,5260.00,160,98098.00,20,28598276
10/069,2010-06-10,8,26,32,35,36,49,24,8,,2,4,1,0,1,3,1,1.00,40085640,10.00,373910,216.00,46160,738.00,4800,12934.00,320,19398.00,160,250422.00,20,79972849
10/068,2010-06-08,7,8,12,21,23,47,10,,8,4,2,2,1,2,0,1,0.00,0,11.00,268735,333.00,23670,1192.00,4800,18494.00,320,28082.00,160,317291.00,20,81731437
10/067,2010-06-05,9,15,30,37,38,40,1,,,3,3,1,1,1,3,0,2.00,29186880,12.00,404520,371.00,34890,1153.00,4800,19978.00,320,28743.00,160,361273.00,20,109840852
10/066,2010-06-03,5,16,19,26,42,44,6,,,2,4,1,2,1,0,2,0.00,0,6.00,688400,235.00,46865,752.00,4800,12961.00,320,22635.00,160,249744.00,20,86357629
10/065,2010-06-01,7,11,13,24,28,46,26,,,3,3,1,2,2,0,1,0.00,0,8.00,376615,230.00,34930,715.00,4800,14267.00,320,19238.00,160,252927.00,20,70753536
10/064,2010-05-29,4,16,25,26,33,42,30,33,,2,4,1,1,2,1,1,0.00,0,3.00,766160,143.00,42860,349.00,4800,7909.00,320,9573.00,160,147281.00,20,47263141
10/063,2010-05-27,9,22,28,32,33,49,18,,,3,3,1,0,2,2,1,0.00,0,3.00,556200,129.00,34490,451.00,4800,8643.00,320,12429.00,160,151683.00,20,41072509
10/062,2010-05-25,14,18,30,40,43,46,27,18,,1,5,0,2,1,1,2,0.00,0,1.00,1826515,72.00,67645,272.00,4800,4592.00,320,6626.00,160,90238.00,20,35224501
10/061,2010-05-22,12,17,18,26,29,33,41,,,3,3,0,3,2,1,0,0.00,0,2.00,555700,84.00,35280,170.00,4800,4569.00,320,4750.00,160,82729.00,20,23768326
10/060,2010-05-20,4,10,11,15,22,37,49,4,,3,3,2,2,1,1,0,2.00,19817155,10.00,335605,291.00,30750,504.00,4800,14858.00,320,15327.00,160,264384.00,20,73148922
10/059,2010-05-18,4,7,12,20,39,48,14,39,,2,4,2,2,0,1,1,0.00,0,8.00,398585,179.00,47500,577.00,4800,11032.00,320,17540.00,160,211300.00,20,67949731
10/058,2010-05-15,1,29,32,39,44,47,17,39,,4,2,1,0,1,2,2,1.00,18138150,1.00,1987750,98.00,54085,257.00,4800,4900.00,320,8083.00,160,97137.00,20,38147963
10/057,2010-05-13,16,22,31,37,39,49,32,,,4,2,0,1,1,3,1,0.00,0,1.00,1717335,99.00,46255,252.00,4800,5110.00,320,7563.00,160,102362.00,20,34598822
10/056,2010-05-11,15,26,29,34,35,40,9,34,,3,3,0,1,2,3,0,0.00,0,0.00,0,69.00,54985,197.00,4800,3870.00,320,6702.00,160,76362.00,20,28161898
10/055,2010-05-09,1,5,8,21,27,34,20,,,4,2,3,0,2,1,0,1.00,8994495,0.00,0,153.00,23205,309.00,4800,7357.00,320,8930.00,160,127036.00,20,32519578
10/054,2010-05-06,2,31,37,38,39,40,44,40,,3,3,1,0,0,5,0,0.00,0,2.00,654125,133.00,26230,153.00,4800,5006.00,320,4305.00,160,77510.00,20,26221422
10/053,2010-05-04,19,24,34,40,41,46,15,41,,2,4,0,1,1,2,2,1.00,15935960,1.00,2099470,96.00,58315,206.00,4800,5124.00,320,6819.00,160,100025.00,20,39075626
10/052,2010-05-02,7,16,26,28,41,44,24,"7,26,41",,2,4,1,1,2,0,2,0.00,0,1.00,1545845,91.00,45295,235.00,4800,4477.00,320,8870.00,160,89187.00,20,31645273
10/051,2010-04-29,5,7,24,26,41,49,3,,,4,2,2,0,2,0,2,0.00,0,2.00,631085,63.00,53425,168.00,4800,3541.00,320,5886.00,160,73882.00,20,25195454
10/050,2010-04-27,3,13,18,21,22,33,8,,,4,2,1,2,2,1,0,2.00,2500000,14.00,61095,201.00,11370,950.00,4800,8290.00,320,15638.00,160,119511.00,20,29009976
10/049,2010-04-24,5,12,16,23,29,39,11,"16,23,29,39",,4,2,1,2,2,1,0,1.00,8894105,3.00,432675,102.00,33935,325.00,4800,6344.00,320,9357.00,160,101555.00,20,30791727
10/048,2010-04-22,1,16,23,29,39,46,17,,,4,2,1,1,2,1,1,0.00,0,1.00,1337115,57.00,62555,143.00,4800,3823.00,320,4799.00,160,74534.00,20,25859157
10/047,2010-04-20,6,17,25,27,35,40,32,,,4,2,1,1,2,2,0,2.00,15219685,3.00,1159930,219.00,42370,499.00,4800,11833.00,320,15094.00,160,225959.00,20,71497707
10/046,2010-04-17,1,2,24,38,42,49,19,,,2,4,2,0,1,1,2,0.00,0,2.00,735200,81.00,48405,237.00,4800,4866.00,320,6173.00,160,91674.00,20,30163181
10/045,2010-04-15,19,21,30,35,36,37,33,37,,4,2,0,1,2,3,0,0.00,0,4.00,293875,71.00,44150,347.00,4800,4148.00,320,6852.00,160,77597.00,20,26392868
10/044,2010-04-13,31,32,33,37,42,46,17,,,3,3,0,0,0,4,2,2.00,5199965,1.00,1349980,124.00,36285,253.00,4800,5884.00,320,7081.00,160,103142.00,20,34547453
10/043,2010-04-11,2,7,20,36,38,41,40,,,2,4,2,1,0,2,1,0.00,0,2.00,701940,84.00,44565,205.00,4800,4450.00,320,5897.00,160,85746.00,20,28428393
10/042,2010-04-08,3,5,25,30,33,37,35,25,,5,1,2,0,2,2,0,1.00,25238935,5.00,495090,200.00,33005,566.00,4800,9300.00,320,13299.00,160,173616.00,20,54496820
10/041,2010-04-06,11,20,25,35,42,45,8,"11,35",,4,2,0,2,1,1,2,0.00,0,6.00,356430,126.00,45260,316.00,4800,6877.00,320,9711.00,160,125194.00,20,43412049
10/040,2010-04-03,11,23,35,37,40,43,30,"23,43",,5,1,0,1,1,3,1,0.00,0,0.00,0,57.00,74815,168.00,4800,3970.00,320,5641.00,160,78717.00,20,30128397
10/039,2010-04-01,20,21,23,31,42,43,41,31,,4,2,0,1,2,1,2,0.00,0,7.00,175765,113.00,29035,381.00,4800,4539.00,320,7199.00,160,81171.00,20,27907970
10/038,2010-03-30,2,22,29,31,40,48,20,22,,2,4,1,0,2,2,1,1.00,33012280,1.00,4337425,234.00,49425,586.00,4800,13308.00,320,17955.00,160,258204.00,20,86822603
10/037,2010-03-27,1,3,8,22,36,44,29,44,,2,4,3,0,1,1,1,0.00,0,4.00,325480,134.00,25905,380.00,4800,7511.00,320,8376.00,160,130141.00,20,32791733
10/036,2010-03-25,14,16,29,44,45,47,42,,,3,3,0,2,1,0,3,0.00,0,1.00,1463765,44.00,88710,142.00,4800,3498.00,320,4767.00,160,69932.00,20,27196108
10/035,2010-03-23,7,11,22,27,32,46,17,,,3,3,1,1,2,1,1,5.00,13161965,37.00,159090,723.00,21710,1995.00,4800,33552.00,320,46857.00,160,553318.00,20,151852842
10/034,2010-03-20,8,12,29,33,39,45,36,39,,4,2,1,1,1,2,1,0.00,0,4.00,1053980,270.00,41635,732.00,4800,14626.00,320,21477.00,160,277463.00,20,89010274
10/033,2010-03-18,4,19,30,37,39,41,31,"4,37",,4,2,1,1,1,2,1,0.00,0,3.00,1213435,157.00,61830,436.00,4800,9318.00,320,13873.00,160,186172.00,20,69789983
10/032,2010-03-16,4,16,28,37,38,47,30,4,16,2,4,1,1,1,2,1,0.00,0,5.00,538805,204.00,35215,383.00,4800,10957.00,320,11319.00,160,199929.00,20,57205179
10/031,2010-03-13,1,4,14,18,22,39,48,14,,2,4,2,2,1,1,0,0.00,0,2.00,983340,128.00,40970,354.00,4800,8039.00,320,8757.00,160,150421.00,20,42757647
10/030,2010-03-11,10,14,35,40,43,48,21,14,,2,4,1,1,0,2,2,0.00,0,4.00,466620,85.00,58555,269.00,4800,4629.00,320,6630.00,160,91837.00,20,35822473
10/029,2010-03-09,9,13,14,17,28,45,20,28,9,4,2,1,3,1,0,1,0.00,0,2.00,598460,93.00,34320,263.00,4800,5282.00,320,6147.00,160,102462.00,20,27325933
10/028,2010-03-07,3,12,26,28,31,46,16,,,2,4,1,1,2,1,1,1.00,33237010,9.00,366565,292.00,30125,722.00,4800,14470.00,320,19423.00,160,257441.00,20,75040047
10/027,2010-03-04,10,11,24,33,34,38,16,10,,2,4,1,1,1,3,0,0.00,0,10.00,256700,172.00,39795,482.00,4800,10462.00,320,12735.00,160,197604.00,20,56402010
10/026,2010-03-02,1,6,10,21,28,35,46,,,3,3,3,0,2,1,0,0.00,0,7.00,291475,237.00,22955,361.00,4800,11826.00,320,10783.00,160,200931.00,20,48534300
10/025,2010-02-27,16,17,18,22,25,36,47,,,2,4,0,3,2,1,0,0.00,0,2.00,752935,122.00,32915,218.00,4800,6920.00,320,6238.00,160,118337.00,20,32699329
10/024,2010-02-25,11,20,31,37,44,47,46,44,,4,2,0,2,0,2,2,0.00,0,4.00,382635,70.00,58305,159.00,4800,3527.00,320,4693.00,160,70608.00,20,28273443
10/023,2010-02-23,8,19,43,44,48,49,46,,,3,3,1,1,0,0,4,1.00,23075320,5.00,541875,196.00,36860,725.00,4800,9888.00,320,14371.00,160,182042.00,20,60061602
10/022,2010-02-20,3,4,11,15,32,45,1,"4,11,32",,4,2,2,2,0,1,1,0.00,0,0.00,0,82.00,53940,387.00,4800,6400.00,320,11293.00,160,116382.00,20,37392609
10/021,2010-02-18,4,5,7,11,28,32,3,7,,3,3,3,1,1,1,0,0.00,0,4.00,276025,264.00,11160,740.00,4800,10667.00,320,17136.00,160,155972.00,20,37447445
10/020,2010-02-15,1,7,17,20,29,49,19,29,,5,1,2,2,1,0,1,0.00,0,2.00,451880,80.00,30125,265.00,4800,4234.00,320,7853.00,160,76305.00,20,22278489
10/019,2010-02-13,5,21,26,27,28,29,44,"21,27",,4,2,1,0,5,0,0,1.00,5000000,0.00,0,150.00,20345,185.00,4800,6735.00,320,4872.00,160,98834.00,20,26204440
10/018,2010-02-11,21,24,27,32,35,36,16,,,3,3,0,0,3,3,0,1.00,5000000,4.00,337040,93.00,38655,220.00,4800,4609.00,320,6218.00,160,84150.00,20,27936326
10/017,2010-02-09,4,8,10,13,14,49,7,13,,2,4,3,2,0,0,1,1.00,38609565,11.00,382105,417.00,26875,1186.00,4800,19975.00,320,31762.00,160,346992.00,20,101668618
10/016,2010-02-06,1,5,13,16,24,41,14,,,4,2,2,2,1,0,1,0.00,0,1.00,1207970,91.00,35395,216.00,4800,4515.00,320,6495.00,160,87526.00,20,26149782
10/015,2010-02-04,9,20,25,36,42,47,13,,,3,3,1,1,1,1,2,1.00,10438295,5.00,325515,168.00,25830,269.00,4800,7950.00,320,7540.00,160,122929.00,20,35970379
10/014,2010-02-02,1,10,13,14,38,39,41,,,3,3,2,2,0,2,0,0.00,0,3.00,484075,112.00,34575,228.00,4800,6184.00,320,6989.00,160,111947.00,20,31610376
10/013,2010-01-30,2,4,6,30,32,34,40,32,30,0,6,3,0,1,2,0,2.00,2500000,0.00,0,106.00,30155,180.00,4800,4479.00,320,5009.00,160,85763.00,20,25179240
10/012,2010-01-28,3,9,15,32,43,46,28,9,,4,2,2,1,0,1,2,1.00,15859435,5.00,415130,110.00,50315,345.00,4800,6685.00,320,10317.00,160,132686.00,20,43159386
10/011,2010-01-26,8,9,17,31,37,38,2,,,4,2,2,1,0,3,0,0.00,0,2.00,772075,153.00,26910,355.00,4800,7683.00,320,9976.00,160,132959.00,20,36537694
10/010,2010-01-23,18,19,26,34,39,46,2,,,2,4,0,2,1,2,1,0.00,0,1.00,1301665,60.00,57850,174.00,4800,3669.00,320,4730.00,160,69934.00,20,25371963
10/009,2010-01-21,6,7,17,24,41,48,16,"24,41",,3,3,2,1,1,0,2,2.00,12523770,2.00,1339080,156.00,45780,453.00,4800,8854.00,320,13053.00,160,174715.00,20,55945818
10/008,2010-01-19,2,3,9,24,33,41,40,,,4,2,3,0,1,1,1,0.00,0,5.00,403990,160.00,33665,386.00,4800,8260.00,320,10231.00,160,165225.00,20,44880911
10/007,2010-01-17,5,18,19,28,35,45,27,35,,4,2,1,2,1,1,1,0.00,0,2.00,760575,132.00,30730,373.00,4800,7389.00,320,10038.00,160,128391.00,20,36060558
10/006,2010-01-14,21,26,27,35,38,48,41,48,,3,3,0,0,3,2,1,0.00,0,0.00,0,80.00,46320,160.00,4800,3859.00,320,4778.00,160,78880.00,20,26900313
10/005,2010-01-12,9,23,25,29,30,48,1,,,4,2,1,0,4,0,1,1.00,23594340,4.00,614165,180.00,36395,546.00,4800,10116.00,320,15896.00,160,182214.00,20,55635198
10/004,2010-01-09,4,8,16,39,40,45,10,"16,45",,2,4,2,1,0,2,1,0.00,0,3.00,650010,110.00,47270,301.00,4800,5939.00,320,9230.00,160,113660.00,20,39594809
10/003,2010-01-07,5,14,16,25,45,48,42,"5,14,16",,3,3,1,2,1,0,2,0.00,0,1.00,1791400,96.00,49760,210.00,4800,5299.00,320,6312.00,160,101799.00,20,34950858
10/002,2010-01-05,5,14,16,22,26,28,27,"16,22",5,1,5,1,2,3,0,0,0.00,0,5.00,251160,118.00,28520,297.00,4800,5829.00,320,8814.00,160,102474.00,20,29541793
10/001,2010-01-02,11,13,16,18,21,22,6,,,3,3,0,4,2,0,0,4.00,3629600,6.00,225535,240.00,15035,561.00,4800,9257.00,320,12887.00,160,142101.00,20,37912596
09/154,2009-12-31,26,28,31,33,40,41,19,"33,40",31,3,3,0,0,2,3,1,0.00,0,3.00,606525,103.00,47105,256.00,4800,5902.00,320,7320.00,160,108397.00,20,36642181
09/153,2009-12-29,9,27,33,38,39,40,14,27,,4,2,1,0,1,4,0,0.00,0,2.00,626905,117.00,28575,279.00,4800,5838.00,320,6999.00,160,98280.00,20,28663382
09/152,2009-12-26,6,17,21,27,36,42,23,27,,3,3,1,1,2,1,1,1.00,5000000,1.00,1051600,86.00,32605,174.00,4800,3996.00,320,5300.00,160,74477.00,20,22510037
09/151,2009-12-24,20,22,26,27,31,44,49,44,,2,4,0,1,3,1,1,1.00,44681575,2.00,2338490,232.00,53755,606.00,4800,14036.00,320,17053.00,160,271118.00,20,92249753
09/150,2009-12-22,6,23,30,33,43,44,10,,,3,3,1,0,2,1,2,0.00,0,10.00,355020,266.00,35590,799.00,4800,15866.00,320,19923.00,160,261039.00,20,80240130
09/149,2009-12-20,2,4,24,28,32,45,38,"2,4",,1,5,2,0,2,1,1,0.00,0,1.00,1450420,106.00,36485,343.00,4800,6178.00,320,9385.00,160,110349.00,20,33255236
09/148,2009-12-17,2,4,30,37,43,49,10,,,3,3,2,0,1,1,2,0.00,0,0.00,0,51.00,71495,137.00,4800,2676.00,320,4837.00,160,58958.00,20,24971908
09/147,2009-12-15,10,27,28,40,46,47,18,"40,46",,2,4,1,0,2,1,2,1.00,22783415,1.00,2528130,125.00,53930,346.00,4800,7337.00,320,10716.00,160,140850.00,20,50113669
09/146,2009-12-12,8,9,37,40,46,49,41,"8,49",,3,3,2,0,0,2,2,0.00,0,1.00,1842730,88.00,55840,218.00,4800,4546.00,320,6485.00,160,96353.00,20,35121571
09/145,2009-12-10,4,8,15,16,34,49,45,,,2,4,2,2,0,1,1,0.00,0,1.00,1556940,99.00,41935,218.00,4800,6263.00,320,6483.00,160,101988.00,20,32470186
09/144,2009-12-08,6,12,23,29,31,35,21,"23,35",,4,2,1,1,2,2,0,0.00,0,1.00,1204545,143.00,22460,309.00,4800,5718.00,320,7429.00,160,99760.00,20,28370956
09/143,2009-12-05,1,14,17,23,35,38,31,,,4,2,1,2,1,2,0,1.00,9313755,1.00,1437915,111.00,34540,228.00,4800,5602.00,320,6668.00,160,106633.00,20,30779516
09/142,2009-12-03,10,15,20,21,34,46,4,10,,2,4,1,2,1,1,1,0.00,0,1.00,1400230,64.00,58340,184.00,4800,3805.00,320,5424.00,160,72969.00,20,27198411
09/141,2009-12-01,4,5,10,17,39,44,24,"5,39",,3,3,3,1,0,1,1,1.00,5000000,1.00,1406880,80.00,46895,212.00,4800,4444.00,320,7284.00,160,87841.00,20,29016142
09/140,2009-11-28,1,5,25,32,38,39,4,1,,4,2,2,0,1,3,0,1.00,5000000,1.00,1159890,88.00,35145,208.00,4800,4343.00,320,6254.00,160,80707.00,20,25004142
09/139,2009-11-26,1,3,9,17,18,42,7,,,4,2,3,2,0,0,1,2.00,17964920,12.00,191960,567.00,10845,1647.00,4800,23652.00,320,34730.00,160,339280.00,20,78128031
09/138,2009-11-24,7,21,24,33,35,45,26,45,24,5,1,1,0,2,2,1,0.00,0,4.00,751605,212.00,37815,553.00,4800,12204.00,320,16146.00,160,222381.00,20,65955252
09/137,2009-11-21,2,8,23,28,38,45,21,45,,2,4,2,0,2,1,1,1.00,21124030,6.00,284300,414.00,10985,380.00,4800,12872.00,320,11323.00,160,172635.00,20,43896883
09/136,2009-11-19,11,13,19,35,41,45,24,,19,6,0,0,3,0,1,2,0.00,0,2.00,856745,110.00,41535,346.00,4800,6629.00,320,9392.00,160,125836.00,20,37693803
09/135,2009-11-17,2,4,9,28,42,43,45,"28,42",,2,4,3,0,1,0,2,0.00,0,0.00,0,98.00,39905,229.00,4800,5321.00,320,6180.00,160,105994.00,20,30841355
09/134,2009-11-14,3,6,15,26,28,42,21,6,,2,4,2,1,2,0,1,0.00,0,1.00,1027760,99.00,27680,253.00,4800,4992.00,320,6436.00,160,91420.00,20,24443446
09/133,2009-11-12,1,6,9,10,20,46,14,,,2,4,4,1,0,0,1,1.00,7571125,4.00,214260,301.00,9600,445.00,4800,12319.00,320,11169.00,160,161741.00,20,32141683
09/132,2009-11-10,2,8,18,22,24,35,17,"2,35",,1,5,2,1,2,1,0,0.00,0,1.00,953295,177.00,14360,334.00,4800,7403.00,320,7919.00,160,114870.00,20,26893255
09/131,2009-11-08,2,17,27,32,35,38,41,,,3,3,1,1,1,3,0,1.00,9883590,1.00,1627860,89.00,48770,215.00,4800,5285.00,320,6462.00,160,104559.00,20,32914892
09/130,2009-11-05,3,9,13,31,40,42,30,"3,42",,4,2,2,1,0,2,1,0.00,0,1.00,1188960,84.00,38015,257.00,4800,4647.00,320,6730.00,160,84426.00,20,26289729
09/129,2009-11-03,3,19,33,42,43,45,44,,3,5,1,1,1,0,1,3,1.00,24323900,5.00,500245,144.00,46315,473.00,4800,10032.00,320,14075.00,160,182983.00,20,55030646
09/128,2009-10-31,11,25,27,29,30,44,23,44,,4,2,0,1,4,0,1,0.00,0,2.00,883260,118.00,40125,537.00,4800,6963.00,320,12117.00,160,125579.00,20,41106877
09/127,2009-10-29,13,14,15,16,18,44,48,"13,16",,2,4,0,5,0,0,1,0.00,0,0.00,0,242.00,18005,230.00,4800,5836.00,320,6125.00,160,93370.00,20,32891874
09/126,2009-10-27,13,16,31,35,41,42,36,41,,4,2,0,2,0,2,2,0.00,0,6.00,231145,68.00,54385,176.00,4800,3786.00,320,5749.00,160,71296.00,20,26967501
09/125,2009-10-24,22,25,26,34,41,45,15,,,3,3,0,0,3,1,2,2.00,15187950,3.00,932505,158.00,47215,437.00,4800,8508.00,320,13967.00,160,163022.00,20,57055406
09/124,2009-10-22,1,2,24,29,40,47,7,,,3,3,2,0,2,1,1,0.00,0,5.00,453485,114.00,53035,390.00,4800,7026.00,320,12448.00,160,138338.00,20,47203615
09/123,2009-10-20,8,26,34,36,39,46,35,,,1,5,1,0,1,3,1,0.00,0,1.00,1799870,106.00,45275,258.00,4800,7199.00,320,8732.00,160,129023.00,20,38343673
09/122,2009-10-18,2,4,15,20,32,42,48,15,,1,5,2,2,0,1,1,0.00,0,2.00,796905,103.00,41260,179.00,4800,5041.00,320,6055.00,160,94452.00,20,31493587
09/121,2009-10-15,15,17,22,37,39,47,26,15,15,5,1,0,2,1,2,1,0.00,0,2.00,647455,75.00,46040,180.00,4800,4571.00,320,6032.00,160,83805.00,20,26767829
09/120,2009-10-13,13,15,18,36,43,45,7,,13,4,2,0,3,0,1,2,1.00,5000000,1.00,1367820,82.00,44480,213.00,4800,4538.00,320,7392.00,160,84767.00,20,28469081
09/119,2009-10-10,2,12,16,19,20,49,4,,,2,4,1,4,0,0,1,1.00,16868270,2.00,897615,109.00,43920,362.00,4800,6772.00,320,10018.00,160,121929.00,20,39070225
09/118,2009-10-08,21,31,33,35,39,44,28,,,5,1,0,0,1,4,1,0.00,0,7.00,244775,99.00,46150,280.00,4800,5634.00,320,7779.00,160,97757.00,20,34998790
