Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
09/117,2009-10-06,12,15,17,24,36,49,14,,,3,3,0,3,1,1,1,0.00,0,0.00,0,91.00,39330,199.00,4800,5088.00,320,7258.00,160,94247.00,20,28634713
09/116,2009-10-03,4,6,11,16,22,39,10,,,2,4,2,2,1,1,0,1.00,5000000,1.00,1015455,158.00,17135,445.00,4800,7162.00,320,11494.00,160,116589.00,20,29699995
09/115,2009-09-29,1,5,15,33,40,48,21,1,,4,2,2,1,0,2,1,1.00,30628460,5.00,708560,237.00,39860,645.00,4800,13857.00,320,17597.00,160,255205.00,20,76675076
09/114,2009-09-27,1,3,9,30,41,47,19,9,,5,1,3,0,1,0,2,1.00,5000000,2.00,575750,55.00,55830,264.00,4800,4243.00,320,7912.00,160,91161.00,20,26207558
09/113,2009-09-24,9,19,22,26,34,36,24,9,,2,4,1,1,2,2,0,1.00,13320465,7.00,221930,119.00,34810,487.00,4800,7480.00,320,11745.00,160,136919.00,20,38392456
09/112,2009-09-22,1,5,9,18,24,32,38,,,3,3,3,1,1,1,0,0.00,0,8.00,152490,223.00,14640,428.00,4800,9399.00,320,10203.00,160,150222.00,20,34509834
09/111,2009-09-19,20,23,28,37,39,41,26,28,,4,2,0,1,2,2,1,0.00,0,1.00,1225555,56.00,58355,187.00,4800,3278.00,320,4725.00,160,68850.00,20,24181441
09/110,2009-09-17,19,21,24,28,30,48,26,,,2,4,0,1,4,0,1,1.00,22080625,3.00,764595,138.00,44320,442.00,4800,7969.00,320,12119.00,160,154477.00,20,49082557
09/109,2009-09-15,11,14,16,17,35,49,34,"14,17,35",,4,2,0,4,0,1,1,0.00,0,5.00,370680,102.00,48455,280.00,4800,5762.00,320,7498.00,160,110339.00,20,37356258
09/108,2009-09-12,1,3,14,17,35,43,47,35,,5,1,2,2,0,1,1,0.00,0,4.00,386580,69.00,59760,189.00,4800,4726.00,320,5982.00,160,95129.00,20,30754620
09/107,2009-09-10,7,29,31,32,33,35,48,,,5,1,1,0,1,4,0,0.00,0,4.00,329075,126.00,27855,176.00,4800,5620.00,320,4986.00,160,90151.00,20,27569197
09/106,2009-09-08,11,13,16,20,21,28,15,,,3,3,0,4,2,0,0,2.00,7612335,5.00,365955,172.00,28365,423.00,4800,8605.00,320,11152.00,160,149741.00,20,42533329
09/105,2009-09-06,9,24,35,40,41,48,31,9,,3,3,1,0,1,2,2,0.00,0,3.00,526145,69.00,61000,173.00,4800,4009.00,320,5331.00,160,81622.00,20,29930095
09/104,2009-09-04,6,9,14,17,47,49,38,17,,4,2,2,2,0,0,2,0.00,0,2.00,661525,101.00,34930,271.00,4800,5499.00,320,8145.00,160,101668.00,20,29796211
09/103,2009-09-01,17,19,22,27,40,46,4,17,,3,3,0,2,2,1,1,2.00,16408335,6.00,599050,184.00,52090,466.00,4800,9927.00,320,16059.00,160,196183.00,20,70812128
09/102,2009-08-29,4,17,18,26,33,35,40,17,,3,3,1,2,1,2,0,0.00,0,1.00,2315905,196.00,31505,328.00,4800,8223.00,320,9608.00,160,150192.00,20,47617173
09/101,2009-08-27,5,8,17,24,30,42,34,"5,24",,2,4,2,1,2,0,1,0.00,0,5.00,382295,163.00,31270,328.00,4800,7559.00,320,8656.00,160,139295.00,20,41051580
09/100,2009-08-25,5,11,12,15,24,32,39,"12,32",,3,3,1,3,1,1,0,0.00,0,4.00,362625,160.00,24175,326.00,4800,8431.00,320,8915.00,160,140624.00,20,35422394
09/099,2009-08-22,3,4,12,29,32,48,16,"12,29",,2,4,2,1,1,1,1,0.00,0,1.00,1204410,48.00,66910,195.00,4800,4010.00,320,5676.00,160,80560.00,20,25115088
09/098,2009-08-20,12,15,22,26,27,29,37,15,,3,3,0,2,4,0,0,1.00,29692395,3.00,989605,205.00,38615,468.00,4800,12055.00,320,14249.00,160,210285.00,20,63591115
09/097,2009-08-18,1,3,15,18,20,33,48,20,18,4,2,2,3,0,1,0,0.00,0,6.00,358840,176.00,32620,510.00,4800,10558.00,320,12482.00,160,188432.00,20,50677123
09/096,2009-08-15,6,16,20,23,24,34,42,6,,1,5,1,2,2,1,0,0.00,0,1.00,1736605,105.00,44100,285.00,4800,5492.00,320,7653.00,160,111548.00,20,35746815
09/095,2009-08-13,3,6,18,27,29,37,4,,,4,2,2,1,2,1,0,0.00,0,2.00,686160,148.00,24725,319.00,4800,7062.00,320,8784.00,160,120604.00,20,32708123
09/094,2009-08-11,1,15,23,24,31,39,33,23,,5,1,1,1,2,2,0,0.00,0,3.00,472355,89.00,42745,178.00,4800,4921.00,320,6469.00,160,91758.00,20,29038546
09/093,2009-08-08,5,8,10,11,23,30,42,,8,3,3,3,1,2,0,0,5.00,1000000,4.00,113805,334.00,9600,249.00,4800,10346.00,320,6618.00,160,133022.00,20,25451186
09/092,2009-08-06,18,28,38,39,47,48,24,,,2,4,0,1,1,2,2,3.00,6153815,7.00,181115,679.00,9600,517.00,4800,18330.00,320,12597.00,160,173187.00,20,49189396
09/091,2009-08-04,9,27,32,34,36,37,20,,,3,3,1,0,1,4,0,0.00,0,6.00,310340,132.00,37615,353.00,4800,8018.00,320,8435.00,160,139394.00,20,40813015
09/090,2009-08-01,1,8,20,45,47,48,11,,1,3,3,2,1,0,0,3,0.00,0,2.00,678640,94.00,38500,305.00,4800,5251.00,320,8629.00,160,98336.00,20,30435646
09/089,2009-07-30,4,11,12,18,21,40,44,"4,11",,2,4,1,3,1,1,0,0.00,0,2.00,588785,84.00,37380,176.00,4800,4961.00,320,4699.00,160,91553.00,20,25263507
09/088,2009-07-28,4,11,20,28,46,49,31,4,28,2,4,1,2,1,0,2,1.00,30473820,6.00,581875,213.00,43705,441.00,4800,11339.00,320,13868.00,160,215233.00,20,70085150
09/087,2009-07-25,4,22,23,31,36,47,20,47,,3,3,1,0,2,2,1,0.00,0,2.00,634090,56.00,60385,138.00,4800,3388.00,320,4109.00,160,69250.00,20,24221673
09/086,2009-07-23,1,3,11,15,39,47,44,"1,15",,6,0,2,2,0,1,1,1.00,16800000,3.00,654365,100.00,52345,235.00,4800,6059.00,320,6812.00,160,125945.00,20,38995233
09/085,2009-07-21,1,4,6,13,15,48,39,,,3,3,3,2,0,0,1,0.00,0,1.00,1597675,146.00,29180,230.00,4800,7211.00,320,6344.00,160,132945.00,20,34796191
09/084,2009-07-18,24,28,29,38,39,41,19,29,,3,3,0,0,3,2,1,0.00,0,0.00,0,64.00,46565,263.00,4800,3591.00,320,5367.00,160,63132.00,20,23560581
09/083,2009-07-16,3,5,14,17,29,45,31,,,5,1,2,2,1,0,1,1.00,5000000,3.00,401330,124.00,25890,246.00,4800,4548.00,320,6192.00,160,89012.00,20,26347746
09/082,2009-07-14,2,10,19,39,46,47,41,"2,47",,3,3,2,1,0,1,2,1.00,5000000,1.00,1495300,59.00,67580,154.00,4800,3738.00,320,4268.00,160,77234.00,20,27995371
09/081,2009-07-11,2,9,18,21,32,47,26,,,3,3,2,1,1,1,1,1.00,10746100,2.00,749010,103.00,38780,252.00,4800,5482.00,320,6747.00,160,100473.00,20,31532265
09/080,2009-07-09,4,24,26,30,31,46,2,30,,1,5,1,0,3,1,1,0.00,0,0.00,0,91.00,36685,218.00,4800,4663.00,320,6126.00,160,81879.00,20,26534431
09/079,2009-07-07,6,27,30,38,41,47,20,,,3,3,1,0,2,1,2,1.00,10490230,1.00,1830075,80.00,61000,210.00,4800,4984.00,320,6464.00,160,101277.00,20,35314773
09/078,2009-07-04,2,14,17,19,20,49,26,19,,3,3,1,4,0,0,1,0.00,0,3.00,437825,62.00,56490,125.00,4800,3509.00,320,5207.00,160,70778.00,20,25178074
09/077,2009-07-02,6,19,22,24,29,40,4,,,2,4,1,1,3,1,0,1.00,23037500,1.00,2147395,145.00,39490,494.00,4800,8832.00,320,13714.00,160,166987.00,20,49009714
09/076,2009-06-30,5,11,15,17,25,46,24,,,5,1,1,3,1,0,1,0.00,0,2.00,920980,180.00,27285,386.00,4800,10153.00,320,11718.00,160,168953.00,20,44166871
09/075,2009-06-27,16,18,21,26,30,48,45,"26,30",,1,5,0,2,3,0,1,0.00,0,2.00,799975,62.00,68815,164.00,4800,3957.00,320,5073.00,160,81216.00,20,30020146
09/074,2009-06-25,12,19,26,30,36,45,20,19,,2,4,0,2,2,1,1,0.00,0,0.00,0,68.00,49785,155.00,4800,3794.00,320,5271.00,160,72579.00,20,25099706
09/073,2009-06-23,1,19,34,39,43,48,45,,,4,2,1,1,0,2,2,1.00,40097340,5.00,806485,209.00,51450,457.00,4800,11481.00,320,14478.00,160,221314.00,20,78059293
09/072,2009-06-20,7,11,24,32,35,49,46,11,,4,2,1,1,1,2,1,1.00,5000000,2.00,609540,80.00,40635,171.00,4800,4018.00,320,5242.00,160,78658.00,20,24906257
09/071,2009-06-18,2,11,17,19,22,26,13,,,3,3,1,3,2,0,0,1.00,5000000,6.00,171625,133.00,20645,305.00,4800,6085.00,320,7739.00,160,103103.00,20,26398877
09/070,2009-06-16,16,25,27,30,37,41,36,25,16,4,2,0,1,3,1,1,1.00,5000000,1.00,1419320,63.00,60075,140.00,4800,3440.00,320,5482.00,160,70638.00,20,26778950
09/069,2009-06-14,12,13,25,39,42,43,38,43,,4,2,0,2,1,1,2,1.00,37337865,10.00,362595,224.00,43280,634.00,4800,11281.00,320,17046.00,160,208852.00,20,74298944
09/068,2009-06-11,8,11,15,20,33,43,34,,11,4,2,1,3,0,1,1,0.00,0,3.00,845945,202.00,33500,496.00,4800,10692.00,320,13807.00,160,199125.00,20,56641291
09/067,2009-06-09,7,13,16,35,42,46,25,,,3,3,1,2,0,1,2,0.00,0,5.00,436605,155.00,37555,450.00,4800,8453.00,320,11707.00,160,154971.00,20,47834209
09/066,2009-06-06,1,5,8,23,32,48,3,,,3,3,3,0,1,1,1,0.00,0,4.00,293335,160.00,19555,599.00,4800,8167.00,320,16243.00,160,138818.00,20,36036957
09/065,2009-06-04,4,9,19,22,24,43,1,,4,3,3,2,1,2,0,1,0.00,0,3.00,419685,123.00,27295,416.00,4800,6742.00,320,11591.00,160,121876.00,20,32726314
09/064,2009-06-02,5,7,18,26,29,47,2,,,4,2,2,1,2,0,1,0.00,0,3.00,392545,125.00,25120,350.00,4800,6011.00,320,8926.00,160,105145.00,20,29192277
09/063,2009-05-30,9,12,14,20,27,36,11,"12,20",,2,4,1,3,1,1,0,1.00,5000000,4.00,267825,99.00,28855,309.00,4800,5094.00,320,8984.00,160,90993.00,20,26331677
09/062,2009-05-28,2,12,20,28,46,49,31,,28,1,5,1,2,1,0,2,1.00,5000000,0.00,0,80.00,39720,125.00,4800,3522.00,320,4276.00,160,69810.00,20,23217508
09/061,2009-05-26,11,14,19,25,27,47,20,,,5,1,0,3,2,0,1,1.00,31180415,5.00,745360,229.00,43395,604.00,4800,13435.00,320,16881.00,160,251530.00,20,78208210
09/060,2009-05-23,1,8,21,32,37,46,22,,,3,3,2,0,1,2,1,0.00,0,0.00,0,96.00,38130,291.00,4800,4501.00,320,7890.00,160,93205.00,20,29667530
09/059,2009-05-19,28,33,36,38,40,45,4,,,2,4,0,0,1,4,1,1.00,32332150,6.00,576325,248.00,37180,488.00,4800,12566.00,320,15265.00,160,227473.00,20,71645335
09/058,2009-05-16,3,7,11,18,20,27,2,,,4,2,2,3,1,0,0,0.00,0,11.00,133940,308.00,12755,818.00,4800,12767.00,320,18129.00,160,200556.00,20,47623438
09/057,2009-05-14,6,23,31,43,46,49,40,,,4,2,1,0,1,1,3,0.00,0,1.00,2093660,115.00,48545,333.00,4800,6796.00,320,8059.00,160,122915.00,20,42331422
09/056,2009-05-12,9,25,29,36,38,41,23,41,,4,2,1,0,2,2,1,0.00,0,2.00,825030,91.00,48350,277.00,4800,5746.00,320,8334.00,160,111665.00,20,34858068
09/055,2009-05-10,11,14,21,28,41,48,32,,,3,3,0,2,2,0,2,0.00,0,0.00,0,77.00,45260,210.00,4800,4385.00,320,5425.00,160,82131.00,20,26845908
09/054,2009-05-07,2,3,7,9,16,34,14,,7,3,3,4,1,0,1,0,1.00,5000000,5.00,162040,196.00,11020,382.00,4800,8364.00,320,9604.00,160,128543.00,20,26950202
09/053,2009-05-05,5,29,30,31,41,45,47,29,5,5,1,1,0,2,1,2,2.00,5086930,2.00,862310,153.00,30055,224.00,4800,6179.00,320,7112.00,160,113183.00,20,35349229
09/052,2009-05-02,1,6,18,29,39,48,10,,,3,3,2,1,1,1,1,0.00,0,1.00,964140,62.00,41465,247.00,4800,3935.00,320,7027.00,160,75343.00,20,22480389
09/051,2009-04-30,8,11,21,30,38,49,35,,30,3,3,1,1,2,1,1,1.00,23304255,3.00,793870,200.00,31750,369.00,4800,9008.00,320,10975.00,160,167877.00,20,50397948
09/050,2009-04-28,3,7,20,34,36,41,39,34,,3,3,2,1,0,2,1,0.00,0,2.00,1095230,105.00,55630,276.00,4800,6304.00,320,7936.00,160,125574.00,20,42908522
09/049,2009-04-25,4,17,34,38,46,49,7,"34,46",,2,4,1,1,0,2,2,0.00,0,1.00,1529335,85.00,47975,190.00,4800,3775.00,320,6276.00,160,72407.00,20,29215389
09/048,2009-04-23,15,20,34,42,45,46,23,42,,2,4,0,2,0,1,3,0.00,0,1.00,1385245,69.00,53535,175.00,4800,3557.00,320,6024.00,160,66811.00,20,26715960
09/047,2009-04-21,4,18,31,41,42,43,24,,,3,3,1,1,0,1,3,1.00,10013435,3.00,557045,98.00,45470,311.00,4800,5936.00,320,8254.00,160,105013.00,20,35289048
09/046,2009-04-18,10,14,22,29,33,48,5,,,2,4,1,1,2,1,1,0.00,0,3.00,332060,99.00,26830,237.00,4800,5160.00,320,6985.00,160,88594.00,20,24030389
09/045,2009-04-16,1,11,12,19,28,30,49,,,3,3,1,3,2,0,0,2.00,9855770,4.00,438830,361.00,12985,528.00,4800,15136.00,320,11941.00,160,212675.00,20,48891750
09/044,2009-04-14,2,7,22,27,41,42,5,,,3,3,2,0,2,0,2,0.00,0,5.00,358770,151.00,31675,382.00,4800,7642.00,320,11005.00,160,132667.00,20,40435262
09/043,2009-04-11,3,16,25,38,45,47,35,,,4,2,1,1,1,1,2,0.00,0,1.00,1354640,78.00,46310,225.00,4800,4406.00,320,6624.00,160,81029.00,20,27952782
09/042,2009-04-09,7,9,22,29,44,49,1,"22,29",9,4,2,2,0,2,0,2,0.00,0,5.00,188080,124.00,20220,385.00,4800,5828.00,320,10440.00,160,96958.00,20,26318566
09/041,2009-04-07,4,21,22,29,41,45,14,,,4,2,1,0,3,0,2,1.00,31041760,7.00,525795,201.00,48830,543.00,4800,10829.00,320,16965.00,160,211988.00,20,74055441
09/040,2009-04-04,2,6,10,17,18,46,34,,,1,5,3,2,0,0,1,0.00,0,4.00,330680,115.00,30670,235.00,4800,5866.00,320,6595.00,160,107216.00,20,29435096
09/039,2009-04-02,7,13,20,33,39,45,30,7,,5,1,1,2,0,2,1,0.00,0,1.00,1362650,97.00,37460,193.00,4800,4635.00,320,6311.00,160,85106.00,20,27971222
09/038,2009-03-31,1,7,15,23,29,35,14,,,6,0,2,1,2,1,0,1.00,9361260,2.00,726875,160.00,24225,326.00,4800,7787.00,320,9116.00,160,132405.00,20,34843390
09/037,2009-03-29,24,32,36,40,42,43,47,"36,42",,1,5,0,0,1,3,2,0.00,0,1.00,1339385,80.00,44645,202.00,4800,4507.00,320,4900.00,160,80463.00,20,27069275
09/036,2009-03-26,5,14,34,36,38,42,19,38,,1,5,1,1,0,3,1,1.00,22911730,2.00,1296770,149.00,46415,393.00,4800,8096.00,320,11261.00,160,158543.00,20,52685330
09/035,2009-03-24,4,12,15,16,38,46,21,,,1,5,1,3,0,1,1,0.00,0,3.00,695655,113.00,49250,336.00,4800,7217.00,320,10711.00,160,141090.00,20,43976134
09/034,2009-03-21,13,23,27,32,34,43,22,32,,4,2,0,1,2,2,1,0.00,0,3.00,430015,146.00,23560,362.00,4800,6765.00,320,8745.00,160,103805.00,20,31164098
09/033,2009-03-19,6,14,18,21,32,46,43,"14,21",,1,5,1,2,1,1,1,0.00,0,1.00,1469075,92.00,42580,164.00,4800,4427.00,320,4959.00,160,84261.00,20,28601595
09/032,2009-03-17,11,12,14,17,21,37,10,,17,4,2,0,4,1,1,0,2.00,2500000,3.00,404820,123.00,26325,349.00,4800,6691.00,320,9656.00,160,113588.00,20,30611627
09/031,2009-03-14,10,16,19,33,42,43,12,16,,3,3,1,2,0,1,2,1.00,5000000,1.00,1329290,73.00,48555,186.00,4800,3806.00,320,5518.00,160,77503.00,20,26448386
09/030,2009-03-12,2,12,15,16,30,32,5,32,12,1,5,1,3,1,1,0,3.00,13038055,7.00,474030,316.00,28000,876.00,4800,15748.00,320,23406.00,160,274982.00,20,79256046
09/029,2009-03-10,21,27,32,33,39,48,9,,,4,2,0,0,2,3,1,0.00,0,6.00,508860,204.00,39910,722.00,4800,11227.00,320,20222.00,160,206946.00,20,68152250
09/028,2009-03-08,3,4,11,28,37,40,36,,,3,3,2,1,1,2,0,0.00,0,6.00,206830,96.00,34470,267.00,4800,5531.00,320,6851.00,160,100503.00,20,28239478
09/027,2009-03-05,2,7,17,20,33,47,45,,,4,2,2,2,0,1,1,2.00,17493305,4.00,743915,230.00,34500,432.00,4800,12116.00,320,13130.00,160,221272.00,20,63475590
09/026,2009-03-03,22,25,30,37,38,49,15,22,,3,3,0,0,3,2,1,0.00,0,4.00,707050,134.00,56280,360.00,4800,8721.00,320,10934.00,160,156051.00,20,55757035
09/025,2009-02-28,5,15,22,24,34,46,26,"15,24",,2,4,1,1,2,1,1,0.00,0,3.00,670405,87.00,61645,330.00,4800,6077.00,320,9601.00,160,118478.00,20,41053141
09/024,2009-02-26,14,15,19,23,24,25,2,,,4,2,0,3,3,0,0,0.00,0,1.00,1677670,168.00,26625,325.00,4800,6318.00,320,8804.00,160,111228.00,20,36121223
09/023,2009-02-24,1,9,32,37,38,47,25,,,4,2,2,0,0,3,1,0.00,0,0.00,0,67.00,60025,212.00,4800,4683.00,320,6507.00,160,94690.00,20,30556763
09/022,2009-02-21,7,8,14,15,20,21,44,,21,3,3,2,3,1,0,0,1.00,5000000,4.00,287015,142.00,21560,212.00,4800,6110.00,320,5691.00,160,101864.00,20,26539704
09/021,2009-02-19,6,9,16,26,29,36,8,26,,2,4,2,1,2,1,0,9.00,555555,27.00,19200,781.00,9600,990.00,4800,13086.00,320,14596.00,160,125193.00,20,28212824
09/020,2009-02-17,8,12,15,26,39,44,6,"12,39",,2,4,1,2,1,1,1,2.00,14101445,48.00,56960,317.00,23000,1149.00,4800,12054.00,320,19110.00,160,217937.00,20,68186091
09/019,2009-02-14,12,17,31,37,39,46,8,,,4,2,0,2,0,3,1,0.00,0,2.00,792425,81.00,52175,269.00,4800,4439.00,320,7854.00,160,87687.00,20,32097496
09/018,2009-02-12,10,14,22,28,32,42,36,14,,0,6,1,1,2,1,1,0.00,0,3.00,424875,83.00,40950,266.00,4800,5777.00,320,7495.00,160,100664.00,20,29029643
09/017,2009-02-10,4,6,14,21,24,48,8,48,,1,5,2,1,2,0,1,2.00,7699240,9.00,208065,170.00,29370,715.00,4800,9370.00,320,17067.00,160,158712.00,20,48246308
09/016,2009-02-07,9,12,42,44,45,48,35,,,2,4,1,1,0,0,4,0.00,0,4.00,398385,141.00,30135,211.00,4800,7322.00,320,6556.00,160,109289.00,20,33824023
09/015,2009-02-05,3,23,25,36,46,47,20,46,,4,2,1,0,2,1,2,0.00,0,2.00,777650,82.00,50575,185.00,4800,4624.00,320,5227.00,160,85235.00,20,30190654
09/014,2009-02-03,8,12,26,31,44,46,42,,,1,5,1,1,1,1,2,1.00,5000000,1.00,1657005,90.00,49095,233.00,4800,5116.00,320,6734.00,160,98720.00,20,33234733
09/013,2009-01-31,4,9,10,14,24,29,38,9,,2,4,3,1,2,0,0,3.00,6222920,4.00,494585,342.00,15425,509.00,4800,13932.00,320,13919.00,160,215510.00,20,51724251
09/012,2009-01-29,6,8,9,17,25,36,4,17,,3,3,3,1,1,1,0,0.00,0,8.00,168980,252.00,14315,620.00,4800,11701.00,320,15997.00,160,185601.00,20,42399637
09/011,2009-01-27,7,13,17,21,42,45,36,,,5,1,1,2,1,0,2,0.00,0,2.00,613020,100.00,32690,311.00,4800,4544.00,320,6454.00,160,85883.00,20,27183768
09/010,2009-01-25,4,12,19,40,44,47,49,"44,47",,2,4,1,2,0,1,2,0.00,0,1.00,1255665,58.00,57730,161.00,4800,3577.00,320,4649.00,160,69327.00,20,24531204
09/009,2009-01-23,5,17,37,38,44,47,12,5,,4,2,1,1,0,2,2,2.00,37514940,7.00,1052460,463.00,42430,1065.00,4800,25963.00,320,33807.00,160,476274.00,20,152457863
09/008,2009-01-20,5,13,22,29,34,42,37,29,,3,3,1,1,2,1,1,0.00,0,14.00,355430,422.00,31440,1047.00,4800,20610.00,320,25473.00,160,366309.00,20,110143413
09/007,2009-01-17,1,15,16,28,29,47,37,,,4,2,1,2,2,0,1,1.00,5000000,6.00,212295,87.00,39040,178.00,4800,4226.00,320,5135.00,160,80297.00,20,25862773
09/006,2009-01-15,6,9,10,12,24,32,30,12,,1,5,3,1,1,1,0,1.00,5000000,5.00,155540,227.00,9600,450.00,4800,9186.00,320,10740.00,160,130928.00,20,26913079
09/005,2009-01-13,12,15,36,40,41,49,42,,,3,3,0,2,0,2,2,1.00,16231080,2.00,1039965,109.00,50885,296.00,4800,6777.00,320,8243.00,160,123794.00,20,41892462
09/004,2009-01-11,3,7,16,19,44,47,31,19,,4,2,2,2,0,0,2,0.00,0,3.00,554585,69.00,64300,206.00,4800,4926.00,320,6877.00,160,97728.00,20,32979008
09/003,2009-01-08,18,19,22,33,42,46,7,42,,2,4,0,2,1,1,2,0.00,0,8.00,166170,93.00,38115,230.00,4800,4610.00,320,6698.00,160,83064.00,20,27872885
09/002,2009-01-06,9,14,23,30,42,45,19,30,,3,3,1,1,2,0,2,2.00,8335270,4.00,568835,164.00,37085,371.00,4800,8396.00,320,10899.00,160,154668.00,20,48100179
09/001,2009-01-03,2,10,16,21,22,30,26,,,1,5,2,1,3,0,0,0.00,0,4.00,403705,177.00,24325,419.00,4800,8220.00,320,10421.00,160,137589.00,20,38686625
08/149,2008-12-30,4,8,18,29,40,47,9,,,2,4,2,1,1,1,1,0.00,0,5.00,272815,62.00,58670,267.00,4800,4272.00,320,8846.00,160,86862.00,20,29249504
08/148,2008-12-27,2,17,19,21,24,34,18,24,,3,3,1,2,2,1,0,2.00,29659155,10.00,602220,382.00,42035,1024.00,4800,19615.00,320,27627.00,160,361675.00,20,124008231
08/147,2008-12-23,22,24,26,29,33,48,46,26,,2,4,0,0,4,1,1,0.00,0,8.00,552150,270.00,43625,681.00,4800,15810.00,320,18745.00,160,291002.00,20,91681157
08/146,2008-12-21,6,13,20,26,34,40,10,40,,1,5,1,2,1,2,0,0.00,0,1.00,1273320,80.00,42440,272.00,4800,4164.00,320,7716.00,160,78067.00,20,27337869
08/145,2008-12-18,2,22,27,31,40,46,13,,,2,4,1,0,2,2,1,1.00,16252200,3.00,654880,96.00,54570,330.00,4800,5483.00,320,9710.00,160,108393.00,20,39727696
08/144,2008-12-16,21,29,32,36,38,44,43,36,,2,4,0,0,2,3,1,0.00,0,3.00,595360,114.00,41775,211.00,4800,4741.00,320,7233.00,160,92755.00,20,34495071
08/143,2008-12-13,1,7,27,36,40,48,13,"1,48",,3,3,2,0,1,2,1,0.00,0,5.00,235605,73.00,43030,234.00,4800,3775.00,320,7172.00,160,78183.00,20,25319936
08/142,2008-12-11,1,10,11,41,47,48,20,47,11,4,2,2,1,0,0,3,1.00,5000000,3.00,422985,130.00,26025,189.00,4800,5305.00,320,6204.00,160,90007.00,20,27211172
08/141,2008-12-09,7,14,21,43,44,47,35,,,4,2,1,1,1,0,3,1.00,29663860,11.00,292840,210.00,40905,529.00,4800,11275.00,320,15401.00,160,198044.00,20,66984116
08/140,2008-12-07,4,9,17,26,28,30,1,28,,2,4,2,1,3,0,0,0.00,0,9.00,127840,113.00,27150,470.00,4800,6457.00,320,12568.00,160,112116.00,20,31492017
08/139,2008-12-04,8,10,28,35,37,47,12,,,3,3,2,0,1,2,1,0.00,0,2.00,616410,85.00,38675,241.00,4800,4676.00,320,7710.00,160,90618.00,20,27279254
08/138,2008-12-02,3,13,29,30,31,43,8,,,5,1,1,1,2,1,1,1.00,5000000,3.00,393010,141.00,22295,372.00,4800,6240.00,320,10187.00,160,97896.00,20,29647582
08/137,2008-11-29,5,6,27,33,36,37,48,"6,36",,4,2,2,0,1,3,0,1.00,21325340,1.00,2074245,192.00,28805,321.00,4800,9516.00,320,9710.00,160,167685.00,20,45720566
08/136,2008-11-27,4,6,14,21,36,46,41,46,,1,5,2,1,1,1,1,0.00,0,6.00,323825,150.00,34540,335.00,4800,7032.00,320,8472.00,160,128502.00,20,40774183
08/135,2008-11-25,3,9,18,38,46,48,13,3,,2,4,2,1,0,1,2,0.00,0,1.00,1424555,123.00,30880,407.00,4800,7624.00,320,10933.00,160,131080.00,20,35556622
08/134,2008-11-22,1,3,4,17,24,28,7,4,,3,3,3,1,2,0,0,0.00,0,7.00,108530,136.00,14895,716.00,4800,6102.00,320,16473.00,160,103589.00,20,25767334
08/133,2008-11-20,4,13,31,36,40,41,49,,,3,3,1,1,0,3,1,1.00,14286415,10.00,171620,179.00,25565,788.00,4800,7958.00,320,10199.00,160,131143.00,20,42882294
08/132,2008-11-18,5,11,18,28,29,32,10,"5,32",18,3,3,1,2,2,1,0,0.00,0,5.00,275850,148.00,24850,509.00,4800,8543.00,320,13072.00,160,144654.00,20,37528101
08/131,2008-11-15,2,5,8,24,32,37,35,,,2,4,3,0,1,2,0,0.00,0,5.00,197910,143.00,18450,316.00,4800,6269.00,320,8519.00,160,105766.00,20,26393845
08/130,2008-11-13,9,10,20,33,34,43,42,20,,3,3,2,1,0,2,1,3.00,13659900,7.00,555360,252.00,41135,673.00,4800,14942.00,320,18039.00,160,275258.00,20,83117323
08/129,2008-11-11,17,19,20,27,32,35,11,,,4,2,0,3,1,2,0,0.00,0,2.00,1552840,228.00,36320,835.00,4800,12135.00,320,23226.00,160,217835.00,20,71696916
08/128,2008-11-09,1,4,6,15,24,48,43,6,,2,4,3,1,1,0,1,2.00,12176225,4.00,651990,136.00,51135,314.00,4800,10458.00,320,10307.00,160,194908.00,20,54642426
08/127,2008-11-06,5,6,28,35,42,43,4,43,6,3,3,2,0,1,1,2,0.00,0,2.00,1133640,150.00,40305,401.00,4800,8692.00,320,11511.00,160,164337.00,20,48970365
08/126,2008-11-03,1,8,20,25,38,43,39,,,3,3,2,1,1,1,1,0.00,0,0.00,0,107.00,29445,197.00,4800,5175.00,320,5888.00,160,94273.00,20,26085656
08/125,2008-11-01,11,17,19,23,32,44,25,23,,4,2,0,3,1,1,1,0.00,0,4.00,304665,80.00,40620,193.00,4800,4478.00,320,5583.00,160,81121.00,20,25560969
08/124,2008-10-30,5,13,23,33,37,40,39,13,,5,1,1,1,1,3,0,1.00,48890260,10.00,449390,281.00,42645,859.00,4800,18330.00,320,23168.00,160,326808.00,20,98437363
08/123,2008-10-28,3,10,11,13,26,48,9,"3,13",,3,3,2,2,1,0,1,0.00,0,5.00,623895,289.00,28780,1029.00,4800,15381.00,320,27739.00,160,269417.00,20,78779897
08/122,2008-10-25,3,13,18,20,22,30,39,,,2,4,1,3,2,0,0,0.00,0,4.00,584900,198.00,31505,476.00,4800,11633.00,320,12748.00,160,199594.00,20,54034852
